iter	Passed	Remaining
3231	19527	40891
3232	19533	40886
3233	19539	40880
3234	19546	40874
3235	19552	40868
3236	19558	40863
3237	19564	40857
3238	19570	40851
3239	19577	40846
3240	19583	40840
3241	19589	40834
3242	19595	40828
3243	19601	40822
3244	19608	40817
3245	19614	40812
3246	19620	40806
3247	19626	40800
3248	19633	40794
3249	19639	40789
3250	19645	40783
3251	19652	40778
3252	19658	40772
3253	19664	40767
3254	19670	40761
3255	19677	40756
3256	19683	40751
3257	19689	40745
3258	19695	40739
3259	19702	40733
3260	19708	40728
3261	19715	40723
3262	19721	40718
3263	19728	40713
3264	19734	40707
3265	19740	40702
3266	19747	40697
3267	19753	40692
3268	19760	40686
3269	19766	40681
3270	19772	40675
3271	19778	40670
3272	19785	40664
3273	19791	40658
3274	19797	40653
3275	19803	40647
3276	19810	40642
3277	19816	40637
3278	19823	40631
3279	19829	40626
3280	19836	40621
3281	19842	40615
3282	19848	40610
3283	19855	40604
3284	19861	40599
3285	19867	40593
3286	19873	40587
3287	19879	40581
3288	19886	40576
3289	19892	40570
3290	19898	40565
3291	19905	40559
3292	19911	40554
3293	19918	40549
3294	19924	40544
3295	19930	40539
3296	19937	40533
3297	19943	40528
3298	19949	40522
3299	19955	40516
3300	19962	40511
3301	19968	40506
3302	19975	40500
3303	19981	40495
3304	19987	40490
3305	19994	40484
3306	20000	40478
3307	20006	40473
3308	20013	40467
3309	20019	40462
3310	20025	40457
3311	20032	40451
3312	20038	40446
3313	20044	40440
3314	20051	40435
3315	20057	40429
3316	20063	40423
3317	20069	40418
3318	20076	40412
3319	20082	40406
3320	20088	40401
3321	20095	40395
3322	20101	40390
3323	20107	40384
3324	20113	40378
3325	20120	40373
3326	20126	40367
3327	20132	40361
3328	20138	40356
3329	20144	40350
3330	20151	40345
3331	20157	40339
3332	20163	40334
3333	20170	40328
3334	20176	40323
3335	20183	40317
3336	20189	40312
3337	20195	40306
3338	20201	40300
3339	20208	40295
3340	20214	40289
3341	20220	40283
3342	20227	40278
3343	20233	40272
3344	20239	40267
3345	20245	40261
3346	20252	40256
3347	20258	40250
3348	20264	40245
3349	20270	40239
3350	20277	40233
3351	20283	40228
3352	20289	40222
3353	20295	40216
3354	20302	40211
3355	20308	40206
3356	20315	40201
3357	20322	40196
3358	20328	40190
3359	20334	40185
3360	20341	40180
3361	20347	40174
3362	20354	40171
3363	20361	40165
3364	20367	40159
3365	20373	40154
3366	20379	40148
3367	20386	40143
3368	20392	40137
3369	20398	40131
3370	20405	40126
3371	20411	40120
3372	20417	40114
3373	20423	40109
3374	20430	40103
3375	20436	40098
3376	20442	40092
3377	20449	40086
3378	20455	40081
3379	20652	40449
3380	20658	40443
3381	20664	40436
3382	20670	40430
3383	20676	40424
3384	20682	40418
3385	20688	40412
3386	20694	40406
3387	20700	40399
3388	20706	40392
3389	20711	40385
3390	20717	40378
3391	20723	40371
3392	20729	40364
3393	20735	40358
3394	20741	40351
3395	20746	40344
3396	20752	40338
3397	20758	40332
3398	20764	40325
3399	20770	40318
3400	20775	40311
3401	20781	40305
3402	20787	40298
3403	20793	40291
3404	20799	40285
3405	20804	40278
3406	20810	40271
3407	20816	40264
3408	20822	40257
3409	20828	40251
3410	20834	40245
3411	20840	40238
3412	20845	40231
3413	20851	40225
3414	20857	40218
3415	20863	40211
3416	20868	40204
3417	20874	40198
3418	20880	40191
3419	20886	40185
3420	20892	40178
3421	20897	40170
3422	20903	40165
3423	20909	40158
3424	20915	40151
3425	20921	40145
3426	20927	40138
3427	20933	40132
3428	20939	40125
3429	20945	40119
3430	20950	40112
3431	20956	40106
3432	20962	40099
3433	20968	40092
3434	20974	40086
3435	20980	40079
3436	20985	40072
3437	20991	40065
3438	20997	40059
3439	21003	40052
3440	21008	40045
3441	21015	40039
3442	21020	40033
3443	21026	40026
3444	21032	40020
3445	21038	40013
3446	21044	40006
3447	21049	39999
3448	21055	39993
3449	21061	39987
3450	21067	39980
3451	21073	39973
3452	21079	39967
3453	21085	39960
3454	21091	39954
3455	21097	39948
3456	21103	39942
3457	21109	39936
3458	21115	39929
3459	21121	39923
3460	21127	39916
3461	21133	39910
3462	21138	39903
3463	21144	39896
3464	21150	39889
3465	21156	39883
3466	21162	39877
3467	21168	39870
3468	21174	39863
3469	21179	39857
3470	21185	39850
3471	21191	39843
3472	21197	39837
3473	21202	39830
3474	21208	39823
3475	21214	39817
3476	21220	39811
3477	21226	39804
3478	21232	39797
3479	21238	39791
3480	21243	39784
3481	21249	39777
3482	21255	39770
3483	21261	39764
3484	21267	39758
3485	21273	39751
3486	21278	39744
3487	21284	39738
3488	21290	39731
3489	21296	39724
3490	21302	39718
3491	21308	39712
3492	21314	39705
3493	21319	39698
3494	21325	39691
3495	21331	39685
3496	21337	39678
3497	21342	39671
3498	21348	39665
3499	21354	39658
3500	21360	39651
3501	21366	39645
3502	21371	39638
3503	21378	39632
3504	21383	39625
3505	21389	39618
3506	21395	39612
3507	21401	39605
3508	21406	39598
3509	21412	39592
3510	21418	39585
3511	21424	39579
3512	21430	39572
3513	21436	39566
3514	21442	39559
3515	21448	39553
3516	21454	39547
3517	21460	39541
3518	21466	39534
3519	21472	39528
3520	21477	39521
3521	21483	39514
3522	21489	39508
3523	21495	39501
3524	21501	39495
3525	21506	39488
3526	21512	39481
3527	21518	39474
3528	21524	39468
3529	21530	39462
3530	21536	39455
3531	21542	39448
3532	21548	39443
3533	21554	39436
3534	21560	39430
3535	21565	39423
3536	21571	39416
3537	21577	39410
3538	21583	39404
3539	21589	39397
3540	21594	39390
3541	21600	39383
3542	21606	39376
3543	21612	39370
3544	21617	39363
3545	21623	39356
3546	21629	39350
3547	21716	39490
3548	21723	39486
3549	21729	39479
3550	21734	39472
3551	21740	39465
3552	21745	39458
3553	21752	39452
3554	21757	39445
3555	21763	39438
3556	21768	39431
3557	21774	39423
3558	21779	39416
3559	21785	39409
3560	21790	39402
3561	21796	39394
3562	21801	39387
3563	21806	39379
3564	21812	39372
3565	21817	39365
3566	21823	39357
3567	21828	39350
3568	21834	39343
3569	21840	39336
3570	21845	39329
3571	21851	39322
3572	21856	39314
3573	21861	39307
3574	21867	39299
3575	21872	39292
3576	21877	39284
3577	21883	39277
3578	21888	39270
3579	21894	39263
3580	21899	39256
3581	21905	39248
3582	21910	39241
3583	21915	39233
3584	21921	39226
3585	21927	39219
3586	21932	39212
3587	21937	39204
3588	21943	39196
3589	21948	39189
3590	21954	39182
3591	21959	39175
3592	21964	39167
3593	21970	39160
3594	21975	39152
3595	21980	39144
3596	21986	39137
3597	21991	39129
3598	21996	39122
3599	22002	39115
3600	22007	39108
3601	22013	39101
3602	22019	39094
3603	22024	39086
3604	22029	39079
3605	22035	39072
3606	22040	39064
3607	22046	39057
3608	22051	39049
3609	22056	39042
3610	22062	39035
3611	22067	39027
3612	22073	39020
3613	22078	39012
3614	22083	39005
3615	22089	38999
3616	22095	38992
3617	22100	38985
3618	22106	38977
3619	22111	38970
3620	22117	38963
3621	22122	38955
3622	22127	38947
3623	22133	38940
3624	22138	38933
3625	22144	38926
3626	22150	38920
3627	22156	38913
3628	22161	38907
3629	22167	38900
3630	22177	38899
3631	22183	38893
3632	22189	38888
3633	22195	38881
3634	22201	38874
3635	22206	38868
3636	22212	38861
3637	22218	38854
3638	22224	38848
3639	22229	38841
3640	22235	38834
3641	22241	38828
3642	22247	38821
3643	22253	38814
3644	22259	38808
3645	22264	38801
3646	22270	38794
3647	22276	38788
3648	22282	38782
3649	22288	38775
3650	22294	38768
3651	22299	38762
3652	22305	38755
3653	22311	38748
3654	22317	38742
3655	22323	38735
3656	22328	38729
3657	22334	38721
3658	22340	38715
3659	22345	38708
3660	22351	38702
3661	22357	38695
3662	22363	38688
3663	22369	38681
3664	22375	38675
3665	22380	38669
3666	22386	38662
3667	22392	38655
3668	22398	38648
3669	22403	38641
3670	22409	38635
3671	22415	38628
3672	22421	38622
3673	22427	38615
3674	22432	38608
3675	22439	38602
3676	22444	38596
3677	22450	38589
3678	22456	38582
3679	22462	38576
3680	22468	38570
3681	22474	38563
3682	22480	38557
3683	22485	38550
3684	22491	38543
3685	22497	38537
3686	22503	38530
3687	22508	38524
3688	22514	38517
3689	22520	38510
3690	22526	38503
3691	22531	38497
3692	22537	38490
3693	22543	38483
3694	22549	38477
3695	22554	38470
3696	22560	38463
3697	22566	38457
3698	22572	38451
3699	22578	38444
3700	22584	38437
3701	22590	38431
3702	22596	38425
3703	22602	38419
3704	22608	38412
3705	22614	38406
3706	22620	38399
3707	22626	38393
3708	22632	38387
3709	22637	38380
3710	22643	38373
3711	22649	38367
3712	22655	38360
3713	22660	38353
3714	22666	38347
3715	22672	38340
3716	22678	38334
3717	22684	38327
3718	22690	38321
3719	22696	38314
3720	22702	38308
3721	22708	38302
3722	22798	38438
3723	22805	38432
3724	22810	38426
3725	22816	38419
3726	22822	38412
3727	22828	38406
3728	22834	38400
3729	22840	38394
3730	22846	38388
3731	22852	38381
3732	22858	38374
3733	22863	38367
3734	22870	38361
3735	22875	38355
3736	22881	38348
3737	22887	38341
3738	22893	38335
3739	22899	38328
3740	22905	38322
3741	22910	38315
3742	22916	38308
3743	22922	38302
3744	22928	38295
3745	22934	38289
3746	22940	38282
3747	22945	38275
3748	22951	38269
3749	22957	38262
3750	22963	38255
3751	22969	38249
3752	22974	38242
3753	22980	38235
3754	22986	38229
3755	22992	38222
3756	22998	38216
3757	23004	38209
3758	23009	38202
3759	23015	38196
3760	23021	38189
3761	23027	38183
3762	23033	38176
3763	23039	38170
3764	23044	38163
3765	23050	38156
3766	23056	38150
3767	23062	38143
3768	23068	38137
3769	23074	38130
3770	23079	38123
3771	23085	38117
3772	23091	38110
3773	23097	38103
3774	23103	38097
3775	23109	38090
3776	23114	38084
3777	23120	38077
3778	23126	38070
3779	23132	38064
3780	23138	38057
3781	23143	38050
3782	23149	38044
3783	23155	38038
3784	23161	38031
3785	23167	38024
3786	23173	38018
3787	23179	38011
3788	23184	38004
3789	23190	37998
3790	23196	37991
3791	23202	37985
3792	23207	37978
3793	23213	37971
3794	23219	37965
3795	23225	37958
3796	23231	37951
3797	23237	37945
3798	23243	37939
3799	23248	37932
3800	23254	37925
3801	23260	37919
3802	23266	37912
3803	23272	37906
3804	23278	37900
3805	23284	37893
3806	23290	37887
3807	23296	37880
3808	23301	37873
3809	23307	37867
3810	23313	37860
3811	23319	37853
3812	23324	37846
3813	23330	37840
3814	23336	37834
3815	23342	37827
3816	23348	37821
3817	23354	37814
3818	23360	37807
3819	23365	37801
3820	23371	37794
3821	23377	37787
3822	23382	37780
3823	23388	37774
3824	23394	37767
3825	23400	37761
3826	23406	37754
3827	23411	37747
3828	23417	37741
3829	23423	37734
3830	23429	37728
3831	23435	37721
3832	23441	37715
3833	23446	37708
3834	23452	37701
3835	23458	37695
3836	23464	37688
3837	23469	37681
3838	23475	37674
3839	23481	37667
3840	23486	37660
3841	23492	37654
3842	23498	37648
3843	23504	37641
3844	23510	37634
3845	23515	37627
3846	23521	37621
3847	23527	37614
3848	23533	37607
3849	23538	37601
3850	23544	37594
3851	23550	37587
3852	23556	37581
3853	23561	37574
3854	23567	37567
3855	23573	37561
3856	23579	37555
3857	23585	37548
3858	23591	37541
3859	23596	37534
3860	23602	37528
3861	23608	37521
3862	23614	37515
3863	23619	37508
3864	23625	37501
3865	23631	37495
3866	23637	37488
3867	23643	37482
3868	23649	37475
3869	23655	37469
3870	23660	37462
3871	23666	37456
3872	23672	37449
3873	23678	37443
3874	23684	37436
3875	23690	37429
3876	23696	37423
3877	23702	37417
3878	23707	37410
3879	23713	37403
3880	23719	37396
3881	23725	37390
3882	23731	37384
3883	23737	37377
3884	23742	37371
3885	23748	37365
3886	23754	37358
3887	23760	37351
3888	23766	37344
3889	23771	37338
3890	23777	37331
3891	23871	37462
3892	23879	37460
3893	23885	37453
3894	23891	37447
3895	23897	37441
3896	23903	37435
3897	23910	37429
3898	23916	37423
3899	23922	37416
3900	23928	37410
3901	23933	37403
3902	23939	37396
3903	23945	37390
3904	23951	37383
3905	23956	37376
3906	23962	37370
3907	23968	37363
3908	23974	37356
3909	23980	37350
3910	23985	37343
3911	23991	37336
3912	23997	37330
3913	24003	37323
3914	24009	37317
3915	24015	37310
3916	24021	37304
3917	24026	37297
3918	24032	37290
3919	24038	37284
3920	24044	37277
3921	24050	37271
3922	24056	37264
3923	24061	37257
3924	24067	37251
3925	24073	37244
3926	24079	37238
3927	24085	37231
3928	24091	37225
3929	24097	37219
3930	24103	37212
3931	24109	37205
3932	24114	37199
3933	24120	37192
3934	24126	37186
3935	24132	37179
3936	24137	37172
3937	24143	37165
3938	24149	37158
3939	24155	37152
3940	24161	37145
3941	24166	37139
3942	24172	37132
3943	24178	37126
3944	24184	37120
3945	24190	37113
3946	24196	37106
3947	24202	37100
3948	24208	37093
3949	24214	37087
3950	24219	37080
3951	24225	37074
3952	24231	37067
3953	24237	37060
3954	24242	37053
3955	24248	37047
3956	24254	37040
3957	24260	37034
3958	24266	37027
3959	24272	37020
3960	24277	37014
3961	24283	37007
3962	24289	37001
3963	24295	36995
3964	24301	36988
3965	24307	36981
3966	24312	36974
3967	24318	36968
3968	24324	36962
3969	24330	36955
3970	24336	36949
3971	24343	36943
3972	24348	36936
3973	24354	36930
3974	24360	36923
3975	24366	36917
3976	24372	36911
3977	24378	36904
3978	24384	36898
3979	24390	36891
3980	24395	36884
3981	24401	36878
3982	24408	36872
3983	24414	36866
3984	24420	36860
3985	24425	36853
3986	24431	36846
3987	24437	36840
3988	24443	36834
3989	24449	36827
3990	24455	36820
3991	24461	36814
3992	24467	36808
3993	24473	36801
3994	24479	36795
3995	24484	36788
3996	24491	36782
3997	24496	36775
3998	24502	36769
3999	24508	36762
4000	24514	36756
4001	24520	36750
4002	24526	36743
4003	24531	36736
4004	24537	36730
4005	24543	36723
4006	24549	36717
4007	24555	36710
4008	24561	36704
4009	24567	36697
4010	24572	36690
4011	24578	36684
4012	24584	36677
4013	24590	36671
4014	24596	36664
4015	24601	36657
4016	24607	36651
4017	24613	36644
4018	24619	36638
4019	24625	36631
4020	24631	36625
4021	24636	36618
4022	24642	36611
4023	24648	36605
4024	24654	36598
4025	24659	36591
4026	24665	36585
4027	24671	36578
4028	24677	36571
4029	24683	36565
4030	24689	36559
4031	24695	36552
4032	24700	36545
4033	24706	36539
4034	24712	36533
4035	24718	36526
4036	24724	36519
4037	24730	36513
4038	24736	36507
4039	24742	36500
4040	24748	36494
4041	24754	36488
4042	24759	36481
4043	24765	36474
4044	24771	36468
4045	24777	36461
4046	24783	36455
4047	24789	36448
4048	24794	36442
4049	24800	36435
4050	24806	36429
4051	24812	36422
4052	24818	36416
4053	24824	36409
4054	24830	36403
4055	24836	36396
4056	24841	36390
4057	24847	36383
4058	24853	36377
4059	24859	36370
4060	24963	36507
4061	24969	36502
4062	24975	36495
4063	24981	36488
4064	24987	36483
4065	24994	36477
4066	25000	36471
4067	25006	36464
4068	25012	36458
4069	25018	36451
4070	25024	36445
4071	25030	36438
4072	25036	36432
4073	25042	36426
4074	25048	36420
4075	25054	36413
4076	25059	36406
4077	25066	36400
4078	25072	36394
4079	25078	36388
4080	25084	36381
4081	25090	36375
4082	25096	36368
4083	25102	36362
4084	25107	36355
4085	25113	36349
4086	25119	36342
4087	25124	36335
4088	25130	36328
4089	25136	36321
4090	25142	36315
4091	25148	36308
4092	25153	36302
4093	25159	36295
4094	25165	36288
4095	25171	36282
4096	25177	36275
4097	25183	36269
4098	25189	36262
4099	25195	36256
4100	25200	36249
4101	25206	36242
4102	25212	36236
4103	25218	36229
4104	25223	36222
4105	25229	36216
4106	25235	36209
4107	25241	36203
4108	25247	36197
4109	25253	36190
4110	25259	36184
4111	25265	36177
4112	25271	36170
4113	25276	36163
4114	25282	36157
4115	25288	36151
4116	25294	36145
4117	25300	36138
4118	25306	36131
4119	25312	36125
4120	25317	36118
4121	25323	36112
4122	25329	36105
4123	25335	36098
4124	25341	36091
4125	25346	36084
4126	25352	36078
4127	25358	36071
4128	25363	36064
4129	25369	36058
4130	25375	36051
4131	25381	36045
4132	25387	36038
4133	25393	36031
4134	25399	36025
4135	25405	36019
4136	25410	36012
4137	25416	36005
4138	25422	35998
4139	25427	35992
4140	25433	35985
4141	25439	35979
4142	25445	35972
4143	25451	35965
4144	25457	35959
4145	25463	35953
4146	25469	35946
4147	25474	35939
4148	25480	35933
4149	25486	35927
4150	25492	35920
4151	25498	35913
4152	25504	35907
4153	25510	35900
4154	25515	35894
4155	25521	35887
4156	25527	35880
4157	25533	35874
4158	25539	35867
4159	25544	35861
4160	25550	35854
4161	25556	35848
4162	25562	35841
4163	25568	35834
4164	25573	35827
4165	25579	35821
4166	25585	35814
4167	25591	35808
4168	25597	35801
4169	25603	35795
4170	25608	35788
4171	25614	35782
4172	25620	35775
4173	25626	35768
4174	25632	35762
4175	25637	35755
4176	25643	35748
4177	25649	35742
4178	25655	35736
4179	25661	35729
4180	25667	35723
4181	25673	35716
4182	25679	35710
4183	25684	35703
4184	25690	35697
4185	25697	35690
4186	25703	35684
4187	25708	35678
4188	25714	35671
4189	25720	35665
4190	25726	35659
4191	25733	35652
4192	25738	35646
4193	25744	35639
4194	25750	35632
4195	25755	35626
4196	25761	35619
4197	25767	35613
4198	25773	35606
4199	25779	35599
4200	25784	35592
4201	25790	35586
4202	25796	35579
4203	25802	35573
4204	25808	35566
4205	25813	35559
4206	25819	35553
4207	25825	35547
4208	25831	35540
4209	25837	35534
4210	25843	35527
4211	25849	35521
4212	25855	35514
4213	25861	35508
4214	25867	35501
4215	25872	35495
4216	25878	35489
4217	25884	35482
4218	25890	35476
4219	25896	35469
4220	25902	35463
4221	25908	35456
4222	25913	35449
4223	25919	35443
4224	25925	35436
4225	25931	35429
4226	25936	35423
4227	26018	35520
4228	26173	35717
4229	26180	35711
4230	26186	35705
4231	26192	35699
4232	26198	35693
4233	26205	35686
4234	26211	35680
4235	26217	35674
4236	26222	35667
4237	26229	35661
4238	26235	35654
4239	26241	35648
4240	26246	35641
4241	26252	35634
4242	26258	35627
4243	26263	35620
4244	26269	35613
4245	26274	35606
4246	26280	35599
4247	26285	35592
4248	26291	35584
4249	26296	35577
4250	26302	35570
4251	26307	35563
4252	26313	35556
4253	26318	35549
4254	26324	35542
4255	26329	35534
4256	26334	35527
4257	26339	35520
4258	26345	35512
4259	26350	35505
4260	26356	35498
4261	26361	35491
4262	26367	35484
4263	26372	35477
4264	26378	35469
4265	26383	35462
4266	26389	35456
4267	26395	35449
4268	26400	35442
4269	26406	35435
4270	26411	35428
4271	26417	35420
4272	26422	35413
4273	26428	35406
4274	26433	35399
4275	26439	35392
4276	26444	35385
4277	26450	35378
4278	26455	35371
4279	26461	35363
4280	26466	35356
4281	26472	35349
4282	26477	35342
4283	26483	35335
4284	26488	35328
4285	26494	35321
4286	26499	35314
4287	26504	35306
4288	26510	35299
4289	26515	35292
4290	26521	35285
4291	26526	35278
4292	26532	35271
4293	26537	35264
4294	26543	35256
4295	26548	35249
4296	26554	35242
4297	26559	35235
4298	26564	35228
4299	26570	35221
4300	26575	35213
4301	26581	35206
4302	26586	35199
4303	26592	35192
4304	26597	35185
4305	26602	35178
4306	26608	35171
4307	26613	35163
4308	26620	35158
4309	26626	35151
4310	26632	35144
4311	26637	35137
4312	26642	35130
4313	26648	35123
4314	26653	35116
4315	26659	35109
4316	26664	35101
4317	26669	35094
4318	26675	35087
4319	26680	35080
4320	26686	35073
4321	26691	35066
4322	26697	35059
4323	26702	35052
4324	26708	35045
4325	26713	35037
4326	26719	35030
4327	26724	35023
4328	26730	35016
4329	26735	35009
4330	26741	35002
4331	26746	34995
4332	26752	34988
4333	26757	34981
4334	26763	34974
4335	26768	34966
4336	26773	34959
4337	26779	34952
4338	26784	34945
4339	26790	34938
4340	26795	34931
4341	26801	34924
4342	26806	34916
4343	26811	34909
4344	26817	34902
4345	26822	34895
4346	26828	34888
4347	26833	34881
4348	26839	34874
4349	26844	34867
4350	26851	34861
4351	26856	34853
4352	26861	34846
4353	26867	34839
4354	26872	34832
4355	26877	34825
4356	26883	34818
4357	26888	34810
4358	26894	34803
4359	26899	34796
4360	26904	34789
4361	26910	34782
4362	26915	34775
4363	26921	34768
4364	26926	34760
4365	26932	34753
4366	26937	34746
4367	26943	34739
4368	26948	34733
4369	26954	34725
4370	26959	34718
4371	26965	34711
4372	26970	34704
4373	26976	34697
4374	26981	34690
4375	26987	34683
4376	26992	34676
4377	26997	34669
4378	27003	34661
4379	27008	34655
4380	27014	34647
4381	27019	34640
4382	27025	34633
4383	27030	34626
4384	27036	34619
4385	27041	34612
4386	27046	34605
4387	27052	34598
4388	27057	34591
4389	27063	34583
4390	27068	34576
4391	27073	34569
4392	27079	34562
4393	27084	34555
4394	27090	34548
4395	27095	34541
4396	27101	34534
4397	27106	34527
4398	27111	34520
4399	27117	34512
4400	27122	34505
4401	27127	34498
4402	27133	34491
4403	27138	34483
4404	27143	34476
4405	27245	34591
4406	27252	34586
4407	27258	34579
4408	27263	34572
4409	27269	34565
4410	27274	34558
4411	27280	34552
4412	27286	34545
4413	27292	34538
4414	27297	34531
4415	27303	34524
4416	27308	34517
4417	27314	34510
4418	27319	34503
4419	27324	34495
4420	27330	34488
4421	27335	34481
4422	27341	34474
4423	27346	34467
4424	27352	34460
4425	27357	34453
4426	27363	34446
4427	27368	34439
4428	27374	34432
4429	27380	34425
4430	27385	34418
4431	27390	34411
4432	27396	34404
4433	27401	34397
4434	27406	34389
4435	27412	34382
4436	27417	34375
4437	27423	34368
4438	27428	34361
4439	27434	34354
4440	27439	34347
4441	27445	34340
4442	27450	34333
4443	27456	34326
4444	27461	34319
4445	27466	34311
4446	27472	34305
4447	27478	34298
4448	27483	34291
4449	27489	34284
4450	27494	34277
4451	27500	34270
4452	27505	34263
4453	27511	34256
4454	27516	34249
4455	27522	34242
4456	27527	34235
4457	27533	34228
4458	27538	34221
4459	27544	34214
4460	27549	34207
4461	27555	34200
4462	27561	34193
4463	27566	34186
4464	27572	34179
4465	27577	34172
4466	27583	34165
4467	27588	34158
4468	27593	34151
4469	27599	34144
4470	27604	34137
4471	27610	34130
4472	27615	34123
4473	27621	34116
4474	27626	34109
4475	27632	34102
4476	27637	34095
4477	27643	34088
4478	27649	34081
4479	27654	34074
4480	27660	34067
4481	27665	34060
4482	27671	34053
4483	27676	34046
4484	27681	34038
4485	27686	34031
4486	27692	34024
4487	27698	34017
4488	27703	34011
4489	27709	34004
4490	27715	33997
4491	27720	33990
4492	27725	33983
4493	27731	33976
4494	27736	33969
4495	27742	33962
4496	27747	33954
4497	27752	33947
4498	27758	33940
4499	27763	33933
4500	27769	33926
4501	27774	33919
4502	27780	33912
4503	27785	33905
4504	27791	33898
4505	27796	33891
4506	27802	33884
4507	27807	33877
4508	27813	33870
4509	27818	33862
4510	27823	33855
4511	27829	33848
4512	27834	33841
4513	27840	33835
4514	27845	33827
4515	27851	33820
4516	27856	33813
4517	27861	33806
4518	27867	33799
4519	27873	33793
4520	27878	33785
4521	27883	33778
4522	27889	33771
4523	27894	33764
4524	27899	33757
4525	27905	33750
4526	27910	33743
4527	27916	33736
4528	27921	33729
4529	27927	33722
4530	27932	33715
4531	27937	33707
4532	27943	33701
4533	27949	33694
4534	27954	33687
4535	27959	33679
4536	27965	33672
4537	27970	33665
4538	27975	33658
4539	27981	33651
4540	27986	33644
4541	27992	33637
4542	27997	33630
4543	28002	33623
4544	28008	33616
4545	28013	33609
4546	28019	33602
4547	28024	33595
4548	28030	33588
4549	28035	33581
4550	28041	33574
4551	28046	33566
4552	28051	33559
4553	28057	33552
4554	28062	33545
4555	28068	33538
4556	28073	33532
4557	28079	33525
4558	28084	33518
4559	28090	33510
4560	28095	33503
4561	28100	33496
4562	28106	33489
4563	28111	33482
4564	28116	33475
4565	28122	33468
4566	28127	33461
4567	28133	33454
4568	28138	33447
4569	28144	33440
4570	28149	33433
4571	28154	33426
4572	28160	33419
4573	28165	33412
4574	28171	33405
4575	28176	33398
4576	28182	33391
4577	28187	33383
4578	28192	33376
4579	28198	33370
4580	28203	33362
4581	28209	33355
4582	28214	33349
4583	28219	33341
4584	28225	33334
4585	28230	33327
4586	28335	33437
4587	28342	33432
4588	28349	33427
4589	28354	33420
4590	28360	33413
4591	28366	33407
4592	28372	33401
4593	28378	33394
4594	28385	33388
4595	28391	33382
4596	28396	33375
4597	28402	33368
4598	28407	33361
4599	28412	33353
4600	28418	33346
4601	28423	33339
4602	28429	33333
4603	28434	33326
4604	28440	33319
4605	28445	33312
4606	28451	33305
4607	28457	33298
4608	28462	33291
4609	28468	33285
4610	28473	33278
4611	28479	33271
4612	28484	33264
4613	28490	33257
4614	28496	33250
4615	28501	33243
4616	28507	33236
4617	28512	33229
4618	28518	33222
4619	28523	33215
4620	28528	33208
4621	28534	33201
4622	28539	33194
4623	28545	33187
4624	28550	33180
4625	28556	33173
4626	28561	33166
4627	28566	33159
4628	28572	33152
4629	28578	33145
4630	28583	33138
4631	28589	33132
4632	28595	33125
4633	28601	33119
4634	28606	33112
4635	28612	33105
4636	28617	33098
4637	28623	33091
4638	28628	33084
4639	28633	33077
4640	28639	33070
4641	28645	33063
4642	28650	33056
4643	28656	33049
4644	28661	33042
4645	28667	33035
4646	28672	33029
4647	28678	33022
4648	28683	33015
4649	28689	33008
4650	28695	33001
4651	28700	32994
4652	28706	32988
4653	28712	32981
4654	28717	32974
4655	28723	32967
4656	28729	32961
4657	28734	32953
4658	28739	32946
4659	28745	32939
4660	28750	32932
4661	28755	32925
4662	28761	32918
4663	28766	32911
4664	28772	32904
4665	28777	32897
4666	28782	32890
4667	28788	32883
4668	28793	32876
4669	28799	32869
4670	28805	32862
4671	28810	32855
4672	28816	32848
4673	28821	32842
4674	28827	32835
4675	28832	32828
4676	28837	32821
4677	28843	32813
4678	28848	32807
4679	28854	32799
4680	28859	32792
4681	28865	32786
4682	28870	32779
4683	28875	32772
4684	28881	32765
4685	28886	32757
4686	28891	32750
4687	28897	32743
4688	28902	32736
4689	28908	32729
4690	28913	32722
4691	28918	32715
4692	28924	32708
4693	28929	32701
4694	28935	32694
4695	28940	32688
4696	28946	32681
4697	28951	32673
4698	28957	32667
4699	28962	32660
4700	28968	32653
4701	28973	32646
4702	28979	32639
4703	28984	32632
4704	28990	32625
4705	28995	32618
4706	29001	32611
4707	29006	32604
4708	29011	32597
4709	29017	32590
4710	29022	32583
4711	29028	32576
4712	29033	32569
4713	29039	32562
4714	29044	32556
4715	29050	32549
4716	29055	32542
4717	29061	32535
4718	29066	32528
4719	29072	32521
4720	29077	32514
4721	29083	32507
4722	29089	32501
4723	29094	32494
4724	29099	32487
4725	29105	32480
4726	29110	32473
4727	29116	32466
4728	29121	32459
4729	29126	32452
4730	29132	32445
4731	29137	32438
4732	29143	32431
4733	29148	32424
4734	29154	32417
4735	29159	32410
4736	29164	32403
4737	29170	32396
4738	29175	32389
4739	29181	32382
4740	29187	32376
4741	29192	32369
4742	29198	32362
4743	29203	32355
4744	29209	32348
4745	29214	32341
4746	29220	32335
4747	29226	32328
4748	29231	32321
4749	29236	32314
4750	29242	32307
4751	29247	32300
4752	29252	32292
4753	29258	32285
4754	29263	32278
4755	29268	32271
4756	29274	32265
4757	29280	32258
4758	29285	32251
4759	29291	32244
4760	29296	32237
4761	29301	32230
4762	29307	32223
4763	29312	32216
4764	29333	32226
4765	29457	32350
4766	29467	32347
4767	29476	32345
4768	29486	32342
4769	29495	32339
4770	29504	32337
4771	29514	32334
4772	29523	32332
4773	29533	32329
4774	29542	32326
4775	29552	32324
4776	29561	32321
4777	29570	32318
4778	29580	32315
4779	29589	32313
4780	29599	32310
4781	29607	32307
4782	29617	32304
4783	29626	32302
4784	29635	32298
